LAT,LON,SSID,TYPE
40.8146886279,-73.9409529891,NYPL,Free
40.8440019118,-73.9100871445,NYPL,Free
40.870139703,-73.8450642753,NYPL,Free
40.5719318484,-74.1119581475,NYPL,Free
40.8910850654,-73.8595812441,NYPL,Free
40.7438226298,-73.9799076544,NYPL,Free
40.8206415647,-73.9046288601,NYPL,Free
40.7404654556,-73.9933569112,NYPL,Free
40.8690393929,-73.9011937916,NYPL,Free
40.8337362974,-73.8583552177,NYPL,Free
40.802979882,-73.9535307443,NYPL,Free
40.5524232628,-74.1511116431,NYPL,Free
40.7136065153,-74.0078616724,NYPL,Free
40.7193972838,-73.9796055959,NYPL,Free
40.7859597986,-73.9518056716,NYPL,Free
40.7346055255,-73.9991692843,NYPL,Free
40.7649346184,-73.9912208178,NYPL,Free
40.6262376099,-74.0778460903,NYPL,Free
40.7273073125,-73.9804076673,NYPL,Free
40.7481246964,-73.9830630999,NYPL,Free
40.7612533724,-73.9501658898,NYPL,Free
40.8266092254,-73.8501814579,NYPL,Free
40.8460423249,-73.8983402556,NYPL,Free
40.8229035714,-73.8190936365,NYPL,Free
40.7518915617,-73.9816985108,NYPL,Free
40.8705019246,-73.8286579311,NYPL,Free
40.7133330705,-73.9964898664,NYPL,Free
40.5095311239,-74.2441067083,NYPL,Free
40.8543469054,-73.8878894289,NYPL,Free
40.590391336,-74.1011372894,NYPL,Free
40.5665301462,-74.1385338765,NYPL,Free
40.7531840458,-73.9821581041,NYPL,Free
40.7299829146,-74.0053310145,NYPL,Free
40.8060908156,-73.9647620603,NYPL,Free
40.8148204092,-73.941197673,NYPL,Free
40.8574218942,-73.9093163503,NYPL,Free
40.8548777848,-73.8641435801,NYPL,Free
40.5958181468,-74.0629804652,NYPL,Free
40.7445100483,-73.9959597161,NYPL,Free
40.6417853679,-74.0766457652,NYPL,Free
40.8442926727,-73.8278899073,NYPL,Free
40.8827597562,-73.8939224115,NYPL,Free
40.8265919268,-73.9175826513,NYPL,Free
40.7154881544,-74.0162138359,NYPL,Free
40.8312637226,-73.9017889765,NYPL,Free
40.8187093522,-73.8628899561,NYPL,Free
40.637585616,-74.1311046151,NYPL,Free
40.834815,-73.940477,LinkNYC Free Wi-Fi,Free
40.730249,-73.986348,LinkNYC Free Wi-Fi,Free
40.717243,-74.001743,LinkNYC Free Wi-Fi,Free
40.716033,-74.00257,LinkNYC Free Wi-Fi,Free
40.731157,-73.985928,LinkNYC Free Wi-Fi,Free
40.730539,-73.986394,LinkNYC Free Wi-Fi,Free
40.79933,-73.96823,LinkNYC Free Wi-Fi,Free
40.730881,-73.985882,LinkNYC Free Wi-Fi,Free
40.72848,-73.987875,LinkNYC Free Wi-Fi,Free
40.786896,-73.977483,LinkNYC Free Wi-Fi,Free
40.72824,-73.987837,LinkNYC Free Wi-Fi,Free
40.728027,-73.987965,LinkNYC Free Wi-Fi,Free
40.726049,-73.989403,LinkNYC Free Wi-Fi,Free
40.725641,-73.989698,LinkNYC Free Wi-Fi,Free
40.721716,-73.993343,LinkNYC Free Wi-Fi,Free
40.798954,-73.968326,LinkNYC Free Wi-Fi,Free
40.788006,-73.976545,LinkNYC Free Wi-Fi,Free
40.800581,-73.967782,LinkNYC Free Wi-Fi,Free
40.797148,-73.96963,LinkNYC Free Wi-Fi,Free
40.830208,-73.947909,LinkNYC Free Wi-Fi,Free
40.785813,-73.978293,LinkNYC Free Wi-Fi,Free
40.799528,-73.943527,LinkNYC Free Wi-Fi,Free
40.717112,-73.999114,LinkNYC Free Wi-Fi,Free
40.829037,-73.948869,LinkNYC Free Wi-Fi,Free
40.829675,-73.947866,LinkNYC Free Wi-Fi,Free
40.78622,-73.977987,LinkNYC Free Wi-Fi,Free
40.830586,-73.947195,LinkNYC Free Wi-Fi,Free
40.717484,-74.001523,LinkNYC Free Wi-Fi,Free
40.786204,-73.977693,LinkNYC Free Wi-Fi,Free
40.830876,-73.946986,LinkNYC Free Wi-Fi,Free
40.836501,-73.942787,LinkNYC Free Wi-Fi,Free
40.718036,-74.001021,LinkNYC Free Wi-Fi,Free
40.717828,-74.000962,LinkNYC Free Wi-Fi,Free
40.786403,-73.9783,LinkNYC Free Wi-Fi,Free
40.720597,-73.994078,LinkNYC Free Wi-Fi,Free
40.796762,-73.970651,LinkNYC Free Wi-Fi,Free
40.834078,-73.940919,LinkNYC Free Wi-Fi,Free
40.830367,-73.943722,LinkNYC Free Wi-Fi,Free
40.805516,-73.966052,LinkNYC Free Wi-Fi,Free
40.764212,-73.984544,LinkNYC Free Wi-Fi,Free
40.799507,-73.939041,LinkNYC Free Wi-Fi,Free
40.791202,-73.944781,LinkNYC Free Wi-Fi,Free
40.827193,-73.946443,LinkNYC Free Wi-Fi,Free
40.827195,-73.946043,LinkNYC Free Wi-Fi,Free
40.832283,-73.942327,LinkNYC Free Wi-Fi,Free
40.791401,-73.973822,LinkNYC Free Wi-Fi,Free
40.832732,-73.942268,LinkNYC Free Wi-Fi,Free
40.833447,-73.94174,LinkNYC Free Wi-Fi,Free
40.790818,-73.97481,LinkNYC Free Wi-Fi,Free
40.833861,-73.941447,LinkNYC Free Wi-Fi,Free
40.834247,-73.941163,LinkNYC Free Wi-Fi,Free
40.764744,-73.98447,LinkNYC Free Wi-Fi,Free
40.814496,-73.95935,LinkNYC Free Wi-Fi,Free
40.821918,-73.95331,LinkNYC Free Wi-Fi,Free
40.795171,-73.971048,LinkNYC Free Wi-Fi,Free
40.79382,-73.972036,LinkNYC Free Wi-Fi,Free
40.719905,-73.994058,LinkNYC Free Wi-Fi,Free
40.803579,-73.966917,LinkNYC Free Wi-Fi,Free
40.794041,-73.972568,LinkNYC Free Wi-Fi,Free
40.804835,-73.965995,LinkNYC Free Wi-Fi,Free
40.716355,-73.991198,LinkNYC Free Wi-Fi,Free
40.813669,-73.95619,LinkNYC Free Wi-Fi,Free
40.818371,-73.952755,LinkNYC Free Wi-Fi,Free
40.764823,-73.984099,LinkNYC Free Wi-Fi,Free
40.825947,-73.946952,LinkNYC Free Wi-Fi,Free
40.824578,-73.952134,LinkNYC Free Wi-Fi,Free
40.791943,-73.973425,LinkNYC Free Wi-Fi,Free
40.822703,-73.953499,LinkNYC Free Wi-Fi,Free
40.764934,-73.984336,LinkNYC Free Wi-Fi,Free
40.790899,-73.974297,LinkNYC Free Wi-Fi,Free
40.759938,-73.987975,LinkNYC Free Wi-Fi,Free
40.802126,-73.967493,LinkNYC Free Wi-Fi,Free
40.734036,-73.991208,LinkNYC Free Wi-Fi,Free
40.777561,-73.954752,LinkNYC Free Wi-Fi,Free
40.772356,-73.958536,LinkNYC Free Wi-Fi,Free
40.765522,-73.983593,LinkNYC Free Wi-Fi,Free
40.772365,-73.958948,LinkNYC Free Wi-Fi,Free
40.772478,-73.958769,LinkNYC Free Wi-Fi,Free
40.817446,-73.915574,LinkNYC Free Wi-Fi,Free
40.773003,-73.958474,LinkNYC Free Wi-Fi,Free
40.772825,-73.958235,LinkNYC Free Wi-Fi,Free
40.773727,-73.957965,LinkNYC Free Wi-Fi,Free
40.815696,-73.947002,LinkNYC Free Wi-Fi,Free
40.783191,-73.980253,LinkNYC Free Wi-Fi,Free
40.774207,-73.957499,LinkNYC Free Wi-Fi,Free
40.77435,-73.95709,LinkNYC Free Wi-Fi,Free
40.774855,-73.956665,LinkNYC Free Wi-Fi,Free
40.776367,-73.955933,LinkNYC Free Wi-Fi,Free
40.776833,-73.955586,LinkNYC Free Wi-Fi,Free
40.772144,-73.958697,LinkNYC Free Wi-Fi,Free
40.765604,-73.983853,LinkNYC Free Wi-Fi,Free
40.770456,-73.959928,LinkNYC Free Wi-Fi,Free
40.766012,-73.983549,LinkNYC Free Wi-Fi,Free
40.760895,-73.986836,LinkNYC Free Wi-Fi,Free
40.762432,-73.986159,LinkNYC Free Wi-Fi,Free
40.759748,-73.988118,LinkNYC Free Wi-Fi,Free
40.760569,-73.987529,LinkNYC Free Wi-Fi,Free
40.759654,-73.987773,LinkNYC Free Wi-Fi,Free
40.762092,-73.965806,LinkNYC Free Wi-Fi,Free
40.762896,-73.965443,LinkNYC Free Wi-Fi,Free
40.770545,-73.960254,LinkNYC Free Wi-Fi,Free
40.763037,-73.965653,LinkNYC Free Wi-Fi,Free
40.767309,-73.96253,LinkNYC Free Wi-Fi,Free
40.767231,-73.962305,LinkNYC Free Wi-Fi,Free
40.767655,-73.961971,LinkNYC Free Wi-Fi,Free
40.767853,-73.962256,LinkNYC Free Wi-Fi,Free
40.768943,-73.960952,LinkNYC Free Wi-Fi,Free
40.77702,-73.955139,LinkNYC Free Wi-Fi,Free
40.732968,-73.986433,LinkNYC Free Wi-Fi,Free
40.828543,-73.949135,LinkNYC Free Wi-Fi,Free
40.777528,-73.955153,LinkNYC Free Wi-Fi,Free
40.82077,-73.954821,LinkNYC Free Wi-Fi,Free
40.820281,-73.955267,LinkNYC Free Wi-Fi,Free
40.805923,-73.965081,LinkNYC Free Wi-Fi,Free
40.75096,-73.974135,LinkNYC Free Wi-Fi,Free
40.805472,-73.965526,LinkNYC Free Wi-Fi,Free
40.803721,-73.967381,LinkNYC Free Wi-Fi,Free
40.802944,-73.967379,LinkNYC Free Wi-Fi,Free
40.825508,-73.950907,LinkNYC Free Wi-Fi,Free
40.82609,-73.950482,LinkNYC Free Wi-Fi,Free
40.827321,-73.950028,LinkNYC Free Wi-Fi,Free
40.827932,-73.949581,LinkNYC Free Wi-Fi,Free
40.802455,-73.968149,LinkNYC Free Wi-Fi,Free
40.761816,-73.986606,LinkNYC Free Wi-Fi,Free
40.82758,-73.949288,LinkNYC Free Wi-Fi,Free
40.828097,-73.949017,LinkNYC Free Wi-Fi,Free
40.822319,-73.953676,LinkNYC Free Wi-Fi,Free
40.822495,-73.953007,LinkNYC Free Wi-Fi,Free
40.823326,-73.953041,LinkNYC Free Wi-Fi,Free
40.778792,-73.953663,LinkNYC Free Wi-Fi,Free
40.802603,-73.956788,LinkNYC Free Wi-Fi,Free
40.778272,-73.954541,LinkNYC Free Wi-Fi,Free
40.825091,-73.951659,LinkNYC Free Wi-Fi,Free
40.778003,-73.954428,LinkNYC Free Wi-Fi,Free
40.7786,-73.95399,LinkNYC Free Wi-Fi,Free
40.778603,-73.953717,LinkNYC Free Wi-Fi,Free
40.779038,-73.95398,LinkNYC Free Wi-Fi,Free
40.808039,-73.964212,LinkNYC Free Wi-Fi,Free
40.779535,-73.953715,LinkNYC Free Wi-Fi,Free
40.779635,-73.953537,LinkNYC Free Wi-Fi,Free
40.780782,-73.9524,LinkNYC Free Wi-Fi,Free
40.781503,-73.952279,LinkNYC Free Wi-Fi,Free
40.824559,-73.951597,LinkNYC Free Wi-Fi,Free
40.807508,-73.964488,LinkNYC Free Wi-Fi,Free
40.785005,-73.978781,LinkNYC Free Wi-Fi,Free
40.758518,-73.968987,LinkNYC Free Wi-Fi,Free
40.782528,-73.980586,LinkNYC Free Wi-Fi,Free
40.688453,-73.98247,LinkNYC Free Wi-Fi,Free
40.686961,-73.976371,LinkNYC Free Wi-Fi,Free
40.744451,-73.931875,LinkNYC Free Wi-Fi,Free
40.715485,-74.002666,LinkNYC Free Wi-Fi,Free
40.733893,-73.991066,LinkNYC Free Wi-Fi,Free
40.73108,-73.985739,LinkNYC Free Wi-Fi,Free
40.729236,-73.987081,LinkNYC Free Wi-Fi,Free
40.728159,-73.988128,LinkNYC Free Wi-Fi,Free
40.72746,-73.988372,LinkNYC Free Wi-Fi,Free
40.726263,-73.989248,LinkNYC Free Wi-Fi,Free
40.726474,-73.989357,LinkNYC Free Wi-Fi,Free
40.759971,-73.984342,LinkNYC Free Wi-Fi,Free
40.76164,-73.982996,LinkNYC Free Wi-Fi,Free
40.762366,-73.982552,LinkNYC Free Wi-Fi,Free
40.764717,-73.980475,LinkNYC Free Wi-Fi,Free
40.764873,-73.980732,LinkNYC Free Wi-Fi,Free
40.793311,-73.971047,LinkNYC Free Wi-Fi,Free
40.793527,-73.970893,LinkNYC Free Wi-Fi,Free
40.687812,-73.981285,LinkNYC Free Wi-Fi,Free
40.670318,-73.958173,LinkNYC Free Wi-Fi,Free
40.794461,-73.971574,LinkNYC Free Wi-Fi,Free
40.669652,-73.958261,LinkNYC Free Wi-Fi,Free
40.799628,-73.967971,LinkNYC Free Wi-Fi,Free
40.826377,-73.950718,LinkNYC Free Wi-Fi,Free
40.825446,-73.947868,LinkNYC Free Wi-Fi,Free
40.825419,-73.947604,LinkNYC Free Wi-Fi,Free
40.561754,-74.112158,LinkNYC Free Wi-Fi,Free
40.570635,-74.109918,LinkNYC Free Wi-Fi,Free
40.572855,-74.114085,LinkNYC Free Wi-Fi,Free
40.706357,-73.792205,LinkNYC Free Wi-Fi,Free
40.706507,-73.792368,LinkNYC Free Wi-Fi,Free
40.713983,-73.830838,LinkNYC Free Wi-Fi,Free
40.682932,-73.963959,LinkNYC Free Wi-Fi,Free
40.67896,-73.924424,LinkNYC Free Wi-Fi,Free
40.679232,-73.927098,LinkNYC Free Wi-Fi,Free
40.678654,-73.916507,LinkNYC Free Wi-Fi,Free
40.678354,-73.911008,LinkNYC Free Wi-Fi,Free
40.678079,-73.908374,LinkNYC Free Wi-Fi,Free
40.6688,-73.958717,LinkNYC Free Wi-Fi,Free
40.794604,-73.969837,LinkNYC Free Wi-Fi,Free
40.795951,-73.968849,LinkNYC Free Wi-Fi,Free
40.79674,-73.968645,LinkNYC Free Wi-Fi,Free
40.796374,-73.968542,LinkNYC Free Wi-Fi,Free
40.73811,-73.885717,LinkNYC Free Wi-Fi,Free
40.757864,-73.985698,LinkNYC Free Wi-Fi,Free
40.757641,-73.985817,LinkNYC Free Wi-Fi,Free
40.756615,-73.986578,LinkNYC Free Wi-Fi,Free
40.774263,-73.980942,LinkNYC Free Wi-Fi,Free
40.773657,-73.981404,LinkNYC Free Wi-Fi,Free
40.77653,-73.983015,LinkNYC Free Wi-Fi,Free
40.766669,-73.979396,LinkNYC Free Wi-Fi,Free
40.764006,-73.984742,LinkNYC Free Wi-Fi,Free
40.763611,-73.984976,LinkNYC Free Wi-Fi,Free
40.749301,-73.974818,LinkNYC Free Wi-Fi,Free
40.725335,-74.007554,LinkNYC Free Wi-Fi,Free
40.748482,-73.996012,LinkNYC Free Wi-Fi,Free
40.729831,-73.986659,LinkNYC Free Wi-Fi,Free
40.731015,-73.988685,LinkNYC Free Wi-Fi,Free
40.731777,-73.988136,LinkNYC Free Wi-Fi,Free
40.717924,-73.994956,LinkNYC Free Wi-Fi,Free
40.679143,-73.925474,LinkNYC Free Wi-Fi,Free
40.817656,-73.953007,LinkNYC Free Wi-Fi,Free
40.809412,-73.959029,LinkNYC Free Wi-Fi,Free
40.815591,-73.954502,LinkNYC Free Wi-Fi,Free
40.797181,-73.96823,LinkNYC Free Wi-Fi,Free
40.797828,-73.967752,LinkNYC Free Wi-Fi,Free
40.827117,-73.949738,LinkNYC Free Wi-Fi,Free
40.809965,-73.958889,LinkNYC Free Wi-Fi,Free
40.810163,-73.958744,LinkNYC Free Wi-Fi,Free
40.810378,-73.958321,LinkNYC Free Wi-Fi,Free
40.81515,-73.954837,LinkNYC Free Wi-Fi,Free
40.8196,-73.951942,LinkNYC Free Wi-Fi,Free
40.803766,-73.936245,LinkNYC Free Wi-Fi,Free
40.82096,-73.950863,LinkNYC Free Wi-Fi,Free
40.57262,-74.113383,LinkNYC Free Wi-Fi,Free
40.563843,-74.116075,LinkNYC Free Wi-Fi,Free
40.818886,-73.929213,LinkNYC Free Wi-Fi,Free
40.831544,-73.922648,LinkNYC Free Wi-Fi,Free
40.867038,-73.896537,LinkNYC Free Wi-Fi,Free
40.866588,-73.895654,LinkNYC Free Wi-Fi,Free
40.796566,-73.970619,LinkNYC Free Wi-Fi,Free
40.790053,-73.974767,LinkNYC Free Wi-Fi,Free
40.781843,-73.980833,LinkNYC Free Wi-Fi,Free
40.817249,-73.915851,LinkNYC Free Wi-Fi,Free
40.804053,-73.952154,LinkNYC Free Wi-Fi,Free
40.805951,-73.950756,LinkNYC Free Wi-Fi,Free
40.817264,-73.942056,LinkNYC Free Wi-Fi,Free
40.816781,-73.942845,LinkNYC Free Wi-Fi,Free
40.814156,-73.944756,LinkNYC Free Wi-Fi,Free
40.812611,-73.945458,LinkNYC Free Wi-Fi,Free
40.806247,-73.95009,LinkNYC Free Wi-Fi,Free
40.822308,-73.942445,LinkNYC Free Wi-Fi,Free
40.761732,-73.968801,LinkNYC Free Wi-Fi,Free
40.76156,-73.96839,LinkNYC Free Wi-Fi,Free
40.760247,-73.973635,LinkNYC Free Wi-Fi,Free
40.763742,-73.971424,LinkNYC Free Wi-Fi,Free
40.701827,-73.807661,LinkNYC Free Wi-Fi,Free
40.701853,-73.806477,LinkNYC Free Wi-Fi,Free
40.703452,-73.800352,LinkNYC Free Wi-Fi,Free
40.704026,-73.798694,LinkNYC Free Wi-Fi,Free
40.703352,-73.799923,LinkNYC Free Wi-Fi,Free
40.795399,-73.969254,LinkNYC Free Wi-Fi,Free
40.86235,-73.893888,LinkNYC Free Wi-Fi,Free
40.867326,-73.897195,LinkNYC Free Wi-Fi,Free
40.803731,-73.936139,LinkNYC Free Wi-Fi,Free
40.781694,-73.980793,LinkNYC Free Wi-Fi,Free
40.781474,-73.980961,LinkNYC Free Wi-Fi,Free
40.780993,-73.981524,LinkNYC Free Wi-Fi,Free
40.780825,-73.981168,LinkNYC Free Wi-Fi,Free
40.780321,-73.981309,LinkNYC Free Wi-Fi,Free
40.779331,-73.981991,LinkNYC Free Wi-Fi,Free
40.779099,-73.982074,LinkNYC Free Wi-Fi,Free
40.778607,-73.98218,LinkNYC Free Wi-Fi,Free
40.777137,-73.981899,LinkNYC Free Wi-Fi,Free
40.776474,-73.982429,LinkNYC Free Wi-Fi,Free
40.77539,-73.981829,LinkNYC Free Wi-Fi,Free
40.774646,-73.982408,LinkNYC Free Wi-Fi,Free
40.764646,-73.984229,LinkNYC Free Wi-Fi,Free
40.774757,-73.982507,LinkNYC Free Wi-Fi,Free
40.774894,-73.982571,LinkNYC Free Wi-Fi,Free
40.774723,-73.982001,LinkNYC Free Wi-Fi,Free
40.765881,-73.963586,LinkNYC Free Wi-Fi,Free
40.705836,-73.793728,LinkNYC Free Wi-Fi,Free
40.705143,-73.795897,LinkNYC Free Wi-Fi,Free
40.705972,-73.793787,LinkNYC Free Wi-Fi,Free
40.702693,-73.801992,LinkNYC Free Wi-Fi,Free
40.787028,-73.977832,LinkNYC Free Wi-Fi,Free
40.787249,-73.97765,LinkNYC Free Wi-Fi,Free
40.699342,-73.992187,LinkNYC Free Wi-Fi,Free
40.697589,-73.993033,LinkNYC Free Wi-Fi,Free
40.726082,-73.852197,LinkNYC Free Wi-Fi,Free
40.726192,-73.852413,LinkNYC Free Wi-Fi,Free
40.728299,-73.858076,LinkNYC Free Wi-Fi,Free
40.734546,-73.874704,LinkNYC Free Wi-Fi,Free
40.738208,-73.886253,LinkNYC Free Wi-Fi,Free
40.741288,-73.904656,LinkNYC Free Wi-Fi,Free
40.742912,-73.91854,LinkNYC Free Wi-Fi,Free
40.743063,-73.920684,LinkNYC Free Wi-Fi,Free
40.743221,-73.921257,LinkNYC Free Wi-Fi,Free
40.743823,-73.926455,LinkNYC Free Wi-Fi,Free
40.743878,-73.926926,LinkNYC Free Wi-Fi,Free
40.744151,-73.929829,LinkNYC Free Wi-Fi,Free
40.744278,-73.930399,LinkNYC Free Wi-Fi,Free
40.785754,-73.978787,LinkNYC Free Wi-Fi,Free
40.785136,-73.979249,LinkNYC Free Wi-Fi,Free
40.785059,-73.978645,LinkNYC Free Wi-Fi,Free
40.769098,-73.961327,LinkNYC Free Wi-Fi,Free
40.703771,-73.799345,LinkNYC Free Wi-Fi,Free
40.703896,-73.799018,LinkNYC Free Wi-Fi,Free
40.703928,-73.79847,LinkNYC Free Wi-Fi,Free
40.704359,-73.797868,LinkNYC Free Wi-Fi,Free
40.704206,-73.797736,LinkNYC Free Wi-Fi,Free
40.704607,-73.796799,LinkNYC Free Wi-Fi,Free
40.704682,-73.796617,LinkNYC Free Wi-Fi,Free
40.770946,-73.959496,LinkNYC Free Wi-Fi,Free
40.784712,-73.979564,LinkNYC Free Wi-Fi,Free
40.769554,-73.981831,LinkNYC Free Wi-Fi,Free
40.769805,-73.981919,LinkNYC Free Wi-Fi,Free
40.769829,-73.982482,LinkNYC Free Wi-Fi,Free
40.776011,-73.981951,LinkNYC Free Wi-Fi,Free
40.776311,-73.981936,LinkNYC Free Wi-Fi,Free
40.78392,-73.979708,LinkNYC Free Wi-Fi,Free
40.78459,-73.979764,LinkNYC Free Wi-Fi,Free
40.798535,-73.969281,LinkNYC Free Wi-Fi,Free
40.751291,-73.991057,LinkNYC Free Wi-Fi,Free
40.764338,-73.984767,LinkNYC Free Wi-Fi,Free
40.782768,-73.951263,LinkNYC Free Wi-Fi,Free
40.802371,-73.956768,LinkNYC Free Wi-Fi,Free
40.818877,-73.914272,LinkNYC Free Wi-Fi,Free
40.833239,-73.945118,LinkNYC Free Wi-Fi,Free
40.743876,-73.979316,LinkNYC Free Wi-Fi,Free
40.743954,-73.979652,LinkNYC Free Wi-Fi,Free
40.743093,-73.979813,LinkNYC Free Wi-Fi,Free
40.782159,-73.951699,LinkNYC Free Wi-Fi,Free
40.783285,-73.950553,LinkNYC Free Wi-Fi,Free
40.746449,-73.977444,LinkNYC Free Wi-Fi,Free
40.784663,-73.949875,LinkNYC Free Wi-Fi,Free
40.785818,-73.949032,LinkNYC Free Wi-Fi,Free
40.787309,-73.947944,LinkNYC Free Wi-Fi,Free
40.789608,-73.946262,LinkNYC Free Wi-Fi,Free
40.790401,-73.945683,LinkNYC Free Wi-Fi,Free
40.790862,-73.945348,LinkNYC Free Wi-Fi,Free
40.791482,-73.944898,LinkNYC Free Wi-Fi,Free
40.745116,-73.978416,LinkNYC Free Wi-Fi,Free
40.746542,-73.977695,LinkNYC Free Wi-Fi,Free
40.791275,-73.944221,LinkNYC Free Wi-Fi,Free
40.861176,-73.89645,LinkNYC Free Wi-Fi,Free
40.751497,-73.973765,LinkNYC Free Wi-Fi,Free
40.853842,-73.909388,LinkNYC Free Wi-Fi,Free
40.751406,-73.974143,LinkNYC Free Wi-Fi,Free
40.75096,-73.974468,LinkNYC Free Wi-Fi,Free
40.750389,-73.974858,LinkNYC Free Wi-Fi,Free
40.750156,-73.974741,LinkNYC Free Wi-Fi,Free
40.748914,-73.975648,LinkNYC Free Wi-Fi,Free
40.748732,-73.97536,LinkNYC Free Wi-Fi,Free
40.747672,-73.976965,LinkNYC Free Wi-Fi,Free
40.853933,-73.907502,LinkNYC Free Wi-Fi,Free
40.748822,-73.976034,LinkNYC Free Wi-Fi,Free
40.860027,-73.893343,LinkNYC Free Wi-Fi,Free
40.732035,-73.984167,LinkNYC Free Wi-Fi,Free
40.748289,-73.976105,LinkNYC Free Wi-Fi,Free
40.74779,-73.976782,LinkNYC Free Wi-Fi,Free
40.80302,-73.956477,LinkNYC Free Wi-Fi,Free
40.819506,-73.913732,LinkNYC Free Wi-Fi,Free
40.792394,-73.944231,LinkNYC Free Wi-Fi,Free
40.792664,-73.97139,LinkNYC Free Wi-Fi,Free
40.792059,-73.972036,LinkNYC Free Wi-Fi,Free
40.835729,-73.940075,LinkNYC Free Wi-Fi,Free
40.740246,-73.982383,LinkNYC Free Wi-Fi,Free
40.739964,-73.982043,LinkNYC Free Wi-Fi,Free
40.740041,-73.982424,LinkNYC Free Wi-Fi,Free
40.736789,-73.984486,LinkNYC Free Wi-Fi,Free
40.823361,-73.948844,LinkNYC Free Wi-Fi,Free
40.736427,-73.984751,LinkNYC Free Wi-Fi,Free
40.736334,-73.985129,LinkNYC Free Wi-Fi,Free
40.740573,-73.981729,LinkNYC Free Wi-Fi,Free
40.735839,-73.985171,LinkNYC Free Wi-Fi,Free
40.802979,-73.967859,LinkNYC Free Wi-Fi,Free
40.800777,-73.946231,LinkNYC Free Wi-Fi,Free
40.816754,-73.922966,LinkNYC Free Wi-Fi,Free
